iter	RMSE
155	12487.75596
156	12430.31191
157	12368.13932
158	12315.98988
159	12240.1633
160	12184.99674
161	12130.87477
162	12064.05693
163	12003.95363
164	11952.89902
165	11897.24098
166	11857.63568
167	11808.15878
168	11753.09042
169	11719.12578
170	11652.57135
171	11584.62189
172	11529.38872
173	11473.19896
174	11463.95456
175	11413.89497
176	11362.72458
177	11317.42845
178	11288.09857
179	11251.04359
180	11242.73978
181	11200.88102
182	11168.72317
183	11122.0051
184	11106.39587
185	11062.95871
186	10998.44036
187	10951.24266
188	10907.17674
189	10863.70819
190	10817.26921
191	10784.40462
192	10737.03034
193	10712.00518
194	10707.77523
195	10663.44764
196	10625.19062
197	10594.04099
198	10560.29346
199	10533.42165
200	10478.00395
201	10439.92794
202	10403.42237
203	10369.84638
204	10362.28192
205	10358.02706
206	10297.91208
207	10267.80174
208	10225.15095
209	10161.07651
210	10123.56124
211	10096.54734
212	10036.35919
213	9970.524962
214	9911.919592
215	9866.354251
216	9859.862297
217	9809.890926
218	9796.716521
219	9764.09008
220	9748.448415
221	9730.196115
222	9706.692862
223	9675.216356
224	9633.75942
225	9615.437791
226	9559.869332
227	9528.091591
228	9499.907838
229	9484.491058
230	9426.49495
231	9377.733752
232	9342.879111
233	9316.239543
234	9283.066269
235	9231.300476
236	9228.197556
237	9225.875389
238	9176.551975
239	9153.262789
240	9105.76531
241	9058.240672
242	9010.110011
243	8980.779966
244	8972.585076
245	8961.158349
246	8927.161549
247	8876.897989
248	8837.155245
249	8802.616103
250	8798.829534
251	8756.688041
252	8733.248023
253	8716.038333
254	8699.440406
255	8666.280604
256	8634.689094
257	8633.246486
258	8630.588272
259	8611.634521
260	8569.940939
261	8547.441764
262	8545.37932
263	8516.138353
264	8460.172694
265	8441.228587
266	8406.93084
267	8364.524922
268	8328.827795
269	8287.417888
270	8272.550761
271	8239.053361
272	8210.408966
273	8176.781494
274	8139.51287
275	8104.349914
276	8068.95729
277	8049.410608
278	8015.922912
279	7992.113396
280	7956.18317
281	7933.502812
282	7926.883928
283	7901.519574
284	7897.52063
285	7866.561608
286	7854.313965
287	7822.767645
288	7796.353167
289	7775.152129
290	7742.813968
291	7721.286088
292	7681.410161
293	7662.743808
294	7661.224595
295	7638.991814
296	7615.08368
297	7594.294631
298	7569.955757
299	7549.066308
300	7516.926791
301	7494.125196
302	7443.536177
303	7413.67019
304	7375.637487
305	7347.246943
306	7317.935249
307	7307.77386
308	7288.966958
309	7267.298821
310	7263.698215
311	7248.943196
312	7225.007191
313	7222.945084
314	7204.637925
315	7173.958198
316	7151.512773
317	7130.089146
318	7104.762294
319	7090.258263
320	7087.220453
321	7069.512026
322	7049.255599
323	7016.543211
324	6998.1606
325	6973.430989
326	6955.514533
327	6932.242873
328	6926.100527
329	6911.216646
330	6887.907289
331	6869.54357
332	6848.113005
333	6818.982942
334	6796.88304
335	6785.576999
336	6758.99901
337	6744.599317
338	6728.243215
339	6705.708341
340	6700.180408
341	6687.780541
342	6668.506215
343	6656.546811
344	6627.639687
345	6606.882965
346	6593.854369
347	6560.831644
348	6546.611474
349	6530.623314
350	6514.150549
351	6505.692653
352	6488.936246
353	6473.213214
354	6446.047346
355	6422.607929
356	6413.308722
357	6389.909643
358	6360.240136
359	6340.990873
360	6332.813073
361	6315.166933
362	6291.761717
363	6274.017022
364	6256.773051
365	6235.651666
366	6216.928291
367	6197.849592
368	6185.474894
369	6166.337858
370	6135.504914
371	6107.718384
372	6106.155166
373	6094.246739
374	6070.895577
375	6053.247435
376	6024.795096
377	6023.400208
378	6005.732884
379	5990.157036
380	5972.525491
381	5957.90863
382	5932.354501
383	5917.714818
384	5902.337771
385	5882.85483
386	5861.445589
387	5844.214771
388	5826.163037
389	5821.030859
390	5807.9239
391	5792.875751
392	5777.963083
393	5753.601677
394	5742.845467
395	5718.104068
396	5694.686808
397	5689.070371
398	5673.56609
399	5651.124259
400	5641.534957
401	5622.565794
402	5598.189144
403	5586.50614
404	5562.840918
405	5550.904247
406	5522.970923
407	5512.298312
408	5503.256285
409	5488.443652
410	5474.211836
411	5473.058149
412	5452.20943
413	5437.380991
414	5419.746364
415	5414.439603
416	5397.714473
417	5396.534482
418	5369.303604
419	5362.057634
420	5347.725067
421	5329.969763
422	5313.93934
423	5309.406435
424	5302.524653
425	5285.399027
426	5267.196125
427	5252.119365
428	5236.508993
429	5226.235936
430	5214.065708
431	5207.285746
432	5195.452325
433	5190.326846
434	5177.626169
435	5163.474507
436	5152.150958
437	5151.395275
438	5140.445207
439	5119.015177
440	5104.452084
441	5099.059113
442	5087.076479
443	5080.341019
444	5063.929434
445	5052.86099
446	5052.103871
447	5033.754705
448	5007.965116
449	4998.555317
450	4984.677298
451	4979.577465
452	4959.458387
453	4956.8578
454	4940.381368
455	4920.991147
456	4902.348251
457	4884.770511
458	4869.765314
459	4854.189763
460	4833.643321
461	4818.276375
462	4800.347754
463	4790.856714
464	4790.024097
465	4774.129375
466	4762.962673
467	4748.722701
468	4730.134959
469	4720.466629
470	4699.058789
471	4698.074144
472	4681.348076
473	4669.403604
474	4650.739473
475	4639.895719
476	4638.870588
477	4622.234654
478	4621.460719
479	4620.744107
480	4599.726102
481	4589.899285
482	4580.223662
483	4560.348034
484	4543.757973
485	4529.693984
486	4516.983425
487	4510.755596
488	4500.857761
489	4484.786813
490	4484.1082
491	4475.761598
492	4467.225754
493	4457.121391
494	4441.96186
495	4432.972594
496	4425.880898
497	4414.93575
498	4409.606078
499	4386.451356
500	4376.517942
501	4360.945757
502	4345.62014
503	4333.663381
504	4310.984735
505	4305.048375
506	4295.20952
507	4281.548894
508	4266.632727
509	4250.603107
510	4242.021725
511	4224.883133
512	4204.000279
513	4187.690863
514	4175.20978
515	4163.406522
516	4144.399888
517	4134.016543
518	4129.072161
519	4128.488962
520	4112.546902
521	4105.792144
522	4103.354886
523	4096.417189
524	4080.351037
525	4060.137301
526	4056.867348
527	4048.101678
528	4047.082511
529	4036.263445
530	4029.299255
531	4019.629622
532	4011.998004
533	4009.355434
534	3997.82614
535	3989.299843
536	3971.380518
537	3962.041193
538	3952.610216
539	3942.899068
540	3925.59623
541	3912.2151
542	3894.836723
543	3890.184737
544	3889.84965
545	3883.876301
546	3873.289715
547	3865.310354
548	3847.004568
549	3839.302641
550	3837.504502
551	3822.701461
552	3807.044033
553	3802.48942
554	3789.691679
555	3775.330322
556	3760.525804
557	3749.693796
558	3736.813789
559	3726.160224
560	3712.008652
561	3703.159523
562	3695.281305
563	3684.366202
564	3673.535157
565	3664.204789
566	3654.751387
567	3643.999501
568	3640.000541
569	3634.7122
570	3625.491388
571	3615.767371
572	3611.398758
573	3597.600193
574	3594.708138
575	3587.110755
576	3586.849352
577	3571.43643
578	3560.973453
579	3560.720464
580	3550.400647
581	3541.013415
582	3531.614089
583	3519.470193
584	3509.431886
585	3509.138506
586	3502.76316
587	3491.487738
588	3491.120679
589	3487.374957
590	3482.469652
591	3469.050236
592	3457.329378
593	3453.088666
594	3451.927295
595	3443.539376
596	3435.520561
597	3422.046617
598	3417.287463
599	3414.398877
600	3407.878763
601	3404.700249
602	3401.160416
603	3394.082793
604	3391.088282
605	3380.422947
606	3370.249265
607	3359.673266
608	3354.891029
609	3345.927484
610	3333.231969
611	3324.923235
612	3310.861412
613	3309.596959
614	3307.455727
615	3293.383899
616	3278.171572
617	3275.321719
618	3264.927115
619	3254.270061
620	3244.773977
621	3240.152849
622	3235.490205
623	3227.06538
624	3222.559987
625	3212.307533
626	3202.912641
627	3195.720031
628	3188.403212
629	3175.657699
630	3172.79968
631	3167.350827
632	3157.589344
633	3150.492896
634	3141.346896
635	3126.281968
636	3114.343621
637	3112.72539
638	3108.487075
639	3096.053595
640	3090.888459
641	3085.838603
642	3079.931882
643	3077.604256
644	3066.915268
645	3066.628391
646	3055.964341
647	3049.894183
648	3045.784316
649	3040.080982
650	3030.384826
651	3021.554633
652	3009.122194
653	3004.605494
654	2999.778265
655	2991.899551
656	2984.830786
657	2977.295599
658	2973.900541
659	2964.071632
660	2957.361595
661	2950.315031
662	2944.210847
663	2943.976088
664	2936.614588
665	2925.160773
666	2920.249776
667	2906.661696
668	2900.038118
669	2893.311157
670	2889.003994
671	2879.983109
672	2875.413731
673	2862.70234
674	2862.493935
675	2852.162442
676	2843.858969
677	2842.976792
678	2836.246548
679	2830.497137
680	2821.343826
681	2816.516222
682	2807.21858
683	2805.643304
684	2798.771816
685	2796.866628
686	2790.502386
687	2784.37741
688	2778.395217
689	2769.360674
690	2763.21959
691	2752.068978
692	2751.858609
693	2749.291045
694	2742.311971
695	2733.383421
696	2729.006554
697	2728.804257
698	2726.728247
699	2720.496463
700	2710.4966
701	2703.429225
702	2692.149997
703	2679.312665
704	2674.383991
705	2663.601935
706	2657.881724
707	2648.96735
708	2644.296045
709	2638.677768
710	2629.20394
711	2627.735336
712	2621.907147
713	2614.231601
714	2611.056968
715	2606.67453
716	2599.346569
717	2587.73959
718	2582.776972
719	2582.318223
720	2575.953068
721	2568.101165
722	2562.363549
723	2555.698355
724	2552.105075
725	2545.208801
726	2534.587542
727	2533.213415
728	2532.980491
729	2527.837768
730	2522.010164
731	2517.393246
732	2511.11971
733	2501.942141
734	2494.30666
735	2489.279366
736	2484.253674
737	2483.952414
738	2476.523398
739	2468.071914
740	2457.560242
741	2449.313781
742	2444.200144
743	2435.51665
744	2428.031972
745	2419.997758
746	2413.718393
747	2407.749307
748	2402.548873
749	2398.640197
750	2391.781072
751	2386.743471
752	2377.713421
753	2373.644593
754	2370.719933
755	2365.303906
756	2360.100571
757	2357.735549
758	2352.965232
759	2350.458028
760	2347.427144
761	2340.844207
762	2333.238051
763	2323.67036
764	2318.877732
765	2312.822975
766	2307.61293
767	2301.613506
768	2297.82371
769	2291.306184
770	2291.135336
771	2285.884478
772	2279.286971
773	2274.141983
774	2268.286306
775	2265.128611
776	2261.808692
777	2255.678686
778	2252.777261
779	2247.032412
780	2246.120925
781	2240.210056
782	2235.100007
783	2227.48141
784	2217.6809
785	2211.946204
786	2203.332191
787	2196.907487
788	2190.504979
789	2184.632449
790	2179.349785
791	2172.918274
792	2168.627436
793	2165.267118
794	2162.656375
795	2158.820814
796	2158.638995
797	2152.146273
798	2146.225631
799	2136.496909
800	2133.539704
801	2130.168751
802	2124.527343
803	2118.261726
804	2112.355219
805	2107.568109
806	2103.98562
807	2097.976253
808	2097.822982
809	2093.670774
810	2086.800768
811	2080.664747
812	2076.786066
813	2073.636146
814	2067.3766
815	2065.149491
816	2062.045616
817	2056.163523
818	2054.508343
819	2049.045516
820	2046.97817
821	2040.918295
822	2039.212964
823	2034.781067
824	2033.802004
825	2026.726575
826	2021.205429
827	2013.858788
828	2010.580384
829	2006.196681
830	2006.09054
831	2001.610838
832	1997.619002
833	1995.579743
834	1989.896084
835	1989.762699
836	1985.158222
837	1981.343923
838	1977.60854
839	1971.763904
840	1965.812102
841	1959.191516
842	1955.562331
843	1951.45845
844	1946.184798
845	1943.299871
846	1936.966244
847	1931.98618
848	1927.606873
849	1923.498686
850	1921.149739
851	1916.350594
852	1912.638373
853	1906.728992
854	1901.132002
855	1899.296151
856	1890.111854
857	1884.206171
858	1879.357784
859	1879.20876
860	1874.904217
861	1871.275528
862	1866.257584
863	1863.038932
864	1860.768939
865	1855.435973
866	1852.771879
867	1847.07344
868	1841.420596
869	1838.854727
870	1831.327196
871	1825.593407
872	1819.888752
873	1816.253586
874	1810.325241
875	1807.110777
876	1801.106917
877	1796.694653
878	1793.352123
879	1789.927574
880	1786.610893
881	1786.370779
882	1783.672745
883	1774.602695
884	1769.959282
885	1767.849178
886	1766.935929
887	1759.583459
888	1754.150204
889	1745.832049
890	1741.839842
891	1737.423471
892	1732.190236
893	1728.203544
894	1728.087281
895	1726.069891
896	1722.503283
897	1717.606926
898	1713.119082
899	1707.591371
900	1704.358461
901	1702.327976
902	1699.848066
903	1698.271748
904	1698.097693
905	1693.955457
906	1688.947811
907	1683.295778
908	1679.572007
909	1675.004713
910	1672.391519
911	1668.19998
912	1663.317425
913	1661.174735
914	1656.914217
915	1654.763445
916	1648.823094
917	1642.579115
918	1638.400807
919	1632.275633
920	1632.221262
921	1625.930898
922	1623.106866
923	1620.810377
924	1617.101128
925	1613.494656
926	1609.717794
927	1606.800064
928	1604.549854
929	1601.663863
930	1598.614874
931	1596.305476
932	1593.824464
933	1591.500291
934	1587.364716
935	1584.37124
936	1584.249869
937	1579.91386
938	1575.521023
939	1570.725509
940	1568.726316
941	1560.764211
942	1558.31228
943	1553.631233
944	1551.62699
945	1548.555219
946	1545.991457
947	1541.878762
948	1536.971584
949	1535.637485
950	1535.561895
951	1532.743617
952	1531.497616
953	1530.680967
954	1528.313069
955	1523.337773
956	1520.385079
957	1517.140558
958	1512.505004
959	1511.868406
960	1507.977292
961	1501.41847
962	1500.074536
963	1497.621473
964	1497.318852
965	1493.171976
966	1489.093586
967	1489.036597
968	1488.04773
969	1483.982539
970	1482.741026
971	1482.159639
972	1480.449026
973	1478.078899
974	1474.541321
975	1473.989159
976	1473.650989
977	1471.147846
978	1466.095798
979	1462.345888
980	1460.082035
981	1460.01644
982	1456.910133
983	1453.995258
984	1449.898307
985	1446.043457
986	1444.466433
987	1441.209228
988	1441.122423
989	1441.047075
990	1439.110006
991	1436.32878
992	1434.521506
993	1432.857484
994	1432.78277
995	1431.401782
996	1427.111611
997	1420.997999
998	1416.813658
999	1414.64014
